file_path,valence,arousal
10-60-1280x720/00935.jpg,0.543,0.48
10-60-1280x720/00941.jpg,0.543,0.492
10-60-1280x720/01000.jpg,0.393,0.314
10-60-1280x720/01021.jpg,0.464,0.48
10-60-1280x720/01025.jpg,0.464,0.48
10-60-1280x720/01026.jpg,0.464,0.492
10-60-1280x720/01038.jpg,0.681,0.685
10-60-1280x720/01049.jpg,0.819,0.803
10-60-1280x720/01056.jpg,0.559,0.724
10-60-1280x720/01060.jpg,0.543,0.653
10-60-1280x720/01062.jpg,0.519,0.63
10-60-1280x720/01068.jpg,0.48,0.614
10-60-1280x720/01085.jpg,0.464,0.574
10-60-1280x720/01094.jpg,0.409,0.543
10-60-1280x720/01114.jpg,0.48,0.559
10-60-1280x720/01123.jpg,0.503,0.559
10-60-1280x720/01127.jpg,0.503,0.559
10-60-1280x720/01131.jpg,0.503,0.519
10-60-1280x720/01135.jpg,0.48,0.537
10-60-1280x720/01141.jpg,0.464,0.657
10-60-1280x720/01159.jpg,0.768,0.78
10-60-1280x720/01172.jpg,0.819,0.63
10-60-1280x720/01174.jpg,0.819,0.614
10-60-1280x720/01183.jpg,0.772,0.574
10-60-1280x720/01196.jpg,0.929,0.724
10-60-1280x720/01199.jpg,0.63,0.58
10-60-1280x720/01206.jpg,0.519,0.464
10-60-1280x720/01220.jpg,0.464,0.338
10-60-1280x720/01229.jpg,0.464,0.298
10-60-1280x720/01234.jpg,0.456,0.275
10-60-1280x720/01236.jpg,0.448,0.259
10-60-1280x720/01275.jpg,0.393,0.204
10-60-1280x720/01281.jpg,0.393,0.204
10-60-1280x720/01284.jpg,0.424,0.204
10-60-1280x720/01310.jpg,0.424,0.369
10-60-1280x720/01315.jpg,0.424,0.464
10-60-1280x720/01329.jpg,0.424,0.464
10-60-1280x720/01330.jpg,0.424,0.464
10-60-1280x720/01337.jpg,0.424,0.353
10-60-1280x720/01343.jpg,0.424,0.314
10-60-1280x720/01366.jpg,0.369,0.204
10-60-1280x720/01376.jpg,0.353,0.204
10-60-1280x720/01387.jpg,0.353,0.28
10-60-1280x720/01388.jpg,0.353,0.298
10-60-1280x720/01389.jpg,0.353,0.298
10-60-1280x720/01400.jpg,0.353,0.314
10-60-1280x720/01409.jpg,0.353,0.409
10-60-1280x720/01415.jpg,0.353,0.464
10-60-1280x720/01418.jpg,0.353,0.519
10-60-1280x720/01423.jpg,0.492,0.574
10-60-1280x720/01459.jpg,0.448,0.448
10-60-1280x720/01469.jpg,0.448,0.448
10-60-1280x720/01472.jpg,0.448,0.448
10-60-1280x720/01475.jpg,0.497,0.448
10-60-1280x720/01477.jpg,0.543,0.48
10-60-1280x720/01486.jpg,0.574,0.448
10-60-1280x720/01506.jpg,0.448,0.298
10-60-1280x720/01509.jpg,0.448,0.298
10-60-1280x720/01530.jpg,0.874,0.669
10-60-1280x720/01531.jpg,0.874,0.685
10-60-1280x720/01536.jpg,0.89,0.709
10-60-1280x720/01544.jpg,0.929,0.858
10-60-1280x720/01546.jpg,0.929,0.858
10-60-1280x720/01555.jpg,0.622,0.598
10-60-1280x720/01562.jpg,0.503,0.338
10-60-1280x720/01563.jpg,0.503,0.338
10-60-1280x720/01568.jpg,0.48,0.519
10-60-1280x720/01584.jpg,0.543,0.685
10-60-1280x720/01619.jpg,0.63,0.669
10-60-1280x720/01621.jpg,0.574,0.63
10-60-1280x720/01625.jpg,0.543,0.559
10-60-1280x720/01640.jpg,0.48,0.63
10-60-1280x720/01642.jpg,0.48,0.574
10-60-1280x720/01692.jpg,0.464,0.559
10-60-1280x720/01702.jpg,0.409,0.503
10-60-1280x720/01728.jpg,0.48,0.74
10-60-1280x720/01738.jpg,0.503,0.803
10-60-1280x720/01786.jpg,0.353,0.764
10-60-1280x720/01800.jpg,0.353,0.764
10-60-1280x720/01811.jpg,0.448,0.764
10-60-1280x720/01826.jpg,0.464,0.709
10-60-1280x720/01852.jpg,0.464,0.314
10-60-1280x720/01859.jpg,0.464,0.314
10-60-1280x720/01862.jpg,0.464,0.314
10-60-1280x720/01869.jpg,0.464,0.413
10-60-1280x720/01872.jpg,0.464,0.464
10-60-1280x720/01876.jpg,0.464,0.464
10-60-1280x720/01877.jpg,0.48,0.464
10-60-1280x720/01891.jpg,0.543,0.464
10-60-1280x720/01892.jpg,0.574,0.464
10-60-1280x720/01910.jpg,0.63,0.519
10-60-1280x720/01917.jpg,0.543,0.543
10-60-1280x720/01930.jpg,0.48,0.503
10-60-1280x720/01935.jpg,0.519,0.736
10-60-1280x720/01942.jpg,0.614,0.78
10-60-1280x720/01963.jpg,0.559,0.598
10-60-1280x720/01995.jpg,0.74,0.559
10-60-1280x720/02006.jpg,0.464,0.442
10-60-1280x720/02019.jpg,0.464,0.519
10-60-1280x720/02020.jpg,0.464,0.519
10-60-1280x720/02021.jpg,0.464,0.519
10-60-1280x720/02028.jpg,0.559,0.519
10-60-1280x720/02094.jpg,0.448,0.543
10-60-1280x720/02110.jpg,0.48,0.543
10-60-1280x720/02126.jpg,0.48,0.709
10-60-1280x720/02138.jpg,0.48,0.614
10-60-1280x720/02148.jpg,0.48,0.598
10-60-1280x720/02153.jpg,0.48,0.574
10-60-1280x720/02177.jpg,0.48,0.436
10-60-1280x720/02187.jpg,0.424,0.338
10-60-1280x720/02198.jpg,0.519,0.653
10-60-1280x720/02212.jpg,0.669,0.669
10-60-1280x720/02214.jpg,0.685,0.63
10-60-1280x720/02240.jpg,0.709,0.598
10-60-1280x720/02247.jpg,0.835,0.369
10-60-1280x720/02251.jpg,0.724,0.353
10-60-1280x720/02258.jpg,0.503,0.286
10-60-1280x720/02261.jpg,0.464,0.237
10-60-1280x720/02264.jpg,0.464,0.204
10-60-1280x720/02267.jpg,0.464,0.204
10-60-1280x720/02268.jpg,0.464,0.204
10-60-1280x720/02293.jpg,0.574,0.243
10-60-1280x720/02298.jpg,0.574,0.338
10-60-1280x720/02337.jpg,0.653,0.448
10-60-1280x720/02357.jpg,0.574,0.448
10-60-1280x720/02388.jpg,0.929,0.764
10-60-1280x720/02393.jpg,0.89,0.709
10-60-1280x720/02398.jpg,0.724,0.574
10-60-1280x720/02411.jpg,0.63,0.574
10-60-1280x720/02413.jpg,0.614,0.574
10-60-1280x720/02419.jpg,0.598,0.574
10-60-1280x720/02433.jpg,0.543,0.397
10-60-1280x720/02448.jpg,0.519,0.314
10-60-1280x720/02449.jpg,0.519,0.314
10-60-1280x720/02456.jpg,0.48,0.314
10-60-1280x720/02466.jpg,0.464,0.393
10-60-1280x720/02472.jpg,0.574,0.48
10-60-1280x720/02491.jpg,0.685,0.314
10-60-1280x720_right/00314.jpg,0.01,0.0
10-60-1280x720_right/00316.jpg,0.097,0.0
10-60-1280x720_right/00324.jpg,0.164,0.133
10-60-1280x720_right/00325.jpg,0.188,0.133
10-60-1280x720_right/00364.jpg,0.375,0.133
10-60-1280x720_right/00367.jpg,0.369,0.133
10-60-1280x720_right/00375.jpg,0.464,0.188
10-60-1280x720_right/00391.jpg,0.464,0.219
10-60-1280x720_right/00415.jpg,0.448,0.275
10-60-1280x720_right/00421.jpg,0.43,0.188
10-60-1280x720_right/00423.jpg,0.436,0.176
10-60-1280x720_right/00424.jpg,0.436,0.148
10-60-1280x720_right/00435.jpg,0.48,0.133
10-60-1280x720_right/00440.jpg,0.48,0.133
10-60-1280x720_right/00442.jpg,0.48,0.133
10-60-1280x720_right/00450.jpg,0.48,0.204
10-60-1280x720_right/00647.jpg,0.133,0.054
10-60-1280x720_right/00652.jpg,0.519,0.271
10-60-1280x720_right/00654.jpg,0.614,0.369
10-60-1280x720_right/00659.jpg,0.709,0.519
10-60-1280x720_right/00663.jpg,0.752,0.614
10-60-1280x720_right/00671.jpg,0.819,0.685
10-60-1280x720_right/00680.jpg,0.835,0.78
10-60-1280x720_right/00685.jpg,0.831,0.819
10-60-1280x720_right/00692.jpg,0.819,0.835
10-60-1280x720_right/00697.jpg,0.819,0.835
10-60-1280x720_right/00703.jpg,0.819,0.858
10-60-1280x720_right/00711.jpg,0.819,0.697
10-60-1280x720_right/00713.jpg,0.819,0.657
10-60-1280x720_right/00714.jpg,0.819,0.626
10-60-1280x720_right/00715.jpg,0.819,0.614
10-60-1280x720_right/00721.jpg,0.819,0.598
10-60-1280x720_right/00730.jpg,0.764,0.598
10-60-1280x720_right/00739.jpg,0.653,0.519
10-60-1280x720_right/00743.jpg,0.63,0.464
10-60-1280x720_right/00746.jpg,0.63,0.448
10-60-1280x720_right/00749.jpg,0.636,0.448
10-60-1280x720_right/00762.jpg,0.598,0.448
10-60-1280x720_right/00764.jpg,0.598,0.448
10-60-1280x720_right/00766.jpg,0.598,0.448
10-60-1280x720_right/00769.jpg,0.598,0.448
10-60-1280x720_right/00773.jpg,0.598,0.369
10-60-1280x720_right/00798.jpg,0.598,0.275
10-60-1280x720_right/00982.jpg,0.48,0.275
10-60-1280x720_right/00983.jpg,0.48,0.275
10-60-1280x720_right/01006.jpg,0.219,0.148
10-60-1280x720_right/01017.jpg,0.243,0.259
10-60-1280x720_right/01040.jpg,0.89,0.874
10-60-1280x720_right/01045.jpg,0.89,0.89
10-60-1280x720_right/01053.jpg,0.89,0.89
10-60-1280x720_right/01067.jpg,0.874,0.89
10-60-1280x720_right/01085.jpg,0.874,0.835
10-60-1280x720_right/01095.jpg,0.874,0.791
10-60-1280x720_right/01103.jpg,0.819,0.764
10-60-1280x720_right/01134.jpg,0.914,0.858
10-60-1280x720_right/01155.jpg,1.0,0.969
10-60-1280x720_right/01159.jpg,1.0,1.0
10-60-1280x720_right/01160.jpg,1.0,1.0
10-60-1280x720_right/01213.jpg,1.0,0.858
10-60-1280x720_right/02022.jpg,0.353,0.357
10-60-1280x720_right/02027.jpg,0.464,0.543
10-60-1280x720_right/02059.jpg,0.614,0.574
10-60-1280x720_right/02062.jpg,0.559,0.543
10-60-1280x720_right/02064.jpg,0.543,0.543
10-60-1280x720_right/02066.jpg,0.543,0.543
10-60-1280x720_right/02068.jpg,0.519,0.543
10-60-1280x720_right/02081.jpg,0.503,0.543
100-29-1080x1920/00001.jpg,-0.186,0.0
100-29-1080x1920/00005.jpg,-0.511,0.0
100-29-1080x1920/00008.jpg,-0.582,0.0
100-29-1080x1920/00014.jpg,-0.598,0.0
100-29-1080x1920/00016.jpg,-0.598,0.014
100-29-1080x1920/00023.jpg,-0.598,0.054
100-29-1080x1920/00028.jpg,-0.598,0.054
100-29-1080x1920/00045.jpg,-0.566,0.136
100-29-1080x1920/00090.jpg,-0.004,0.219
100-29-1080x1920/00092.jpg,-0.004,0.219
100-29-1080x1920/00096.jpg,-0.004,0.219
100-29-1080x1920/00104.jpg,0.0,0.298
100-29-1080x1920/00107.jpg,0.0,0.298
100-29-1080x1920/00138.jpg,0.065,0.164
100-29-1080x1920/00143.jpg,0.054,0.164
100-29-1080x1920/00179.jpg,0.093,0.219
100-29-1080x1920/00198.jpg,0.0,0.133
100-29-1080x1920/00217.jpg,0.0,0.109
100-29-1080x1920/00220.jpg,0.0,0.109
100-29-1080x1920/00222.jpg,0.0,0.109
100-29-1080x1920/00233.jpg,0.0,0.093
100-29-1080x1920/00280.jpg,0.093,0.148
100-29-1080x1920/00282.jpg,0.093,0.148
100-29-1080x1920/00284.jpg,0.093,0.164
100-29-1080x1920/00306.jpg,0.093,0.164
100-29-1080x1920/00326.jpg,0.093,0.109
100-29-1080x1920/00336.jpg,0.093,0.148
100-29-1080x1920/00343.jpg,0.314,0.243
100-29-1080x1920/00349.jpg,0.314,0.375
100-29-1080x1920/00367.jpg,0.326,0.48
100-29-1080x1920/00374.jpg,0.464,0.492
100-29-1080x1920/00390.jpg,0.503,0.393
100-29-1080x1920/00392.jpg,0.503,0.393
100-29-1080x1920/00393.jpg,0.503,0.393
100-29-1080x1920/00402.jpg,0.559,0.353
100-29-1080x1920/00403.jpg,0.559,0.353
100-29-1080x1920/00421.jpg,0.574,0.338
100-29-1080x1920/00433.jpg,0.602,0.338
100-29-1080x1920/00434.jpg,0.614,0.338
100-29-1080x1920/00437.jpg,0.63,0.346
100-29-1080x1920/00458.jpg,0.63,0.338
100-29-1080x1920/00488.jpg,0.653,0.464
100-29-1080x1920/00503.jpg,0.614,0.519
100-29-1080x1920/00513.jpg,0.559,0.48
100-29-1080x1920/00537.jpg,0.448,0.369
100-29-1080x1920/00547.jpg,0.448,0.353
100-29-1080x1920/00549.jpg,0.448,0.353
100-29-1080x1920/00564.jpg,0.448,0.353
100-29-1080x1920/00568.jpg,0.448,0.448
100-29-1080x1920/00572.jpg,0.448,0.48
100-29-1080x1920/00577.jpg,0.448,0.48
100-29-1080x1920/00593.jpg,0.448,0.519
100-29-1080x1920/00597.jpg,0.448,0.519
100-29-1080x1920/00600.jpg,0.448,0.543
100-29-1080x1920/00611.jpg,0.448,0.519
100-29-1080x1920/00614.jpg,0.448,0.519
100-29-1080x1920/00615.jpg,0.448,0.525
100-29-1080x1920/00625.jpg,0.448,0.464
100-29-1080x1920/00647.jpg,0.424,0.559
100-29-1080x1920/00661.jpg,0.424,0.48
100-29-1080x1920/00675.jpg,0.424,0.46
100-29-1080x1920/00682.jpg,0.424,0.448
100-29-1080x1920/00688.jpg,0.424,0.448
100-29-1080x1920/00722.jpg,0.424,0.48
100-29-1080x1920/00738.jpg,0.519,0.669
100-29-1080x1920/00747.jpg,0.519,0.685
100-29-1080x1920/00753.jpg,0.464,0.598
100-29-1080x1920/00762.jpg,0.464,0.598
100-29-1080x1920/00765.jpg,0.464,0.598
100-29-1080x1920/00775.jpg,0.424,0.647
100-29-1080x1920/00794.jpg,0.314,0.592
100-29-1080x1920/00795.jpg,0.32,0.586
100-29-1080x1920/00818.jpg,0.338,0.598
100-29-1080x1920/00838.jpg,0.48,0.803
100-29-1080x1920/00840.jpg,0.48,0.803
100-29-1080x1920/00864.jpg,0.669,0.803
100-29-1080x1920/00868.jpg,0.669,0.803
100-29-1080x1920/00879.jpg,0.586,0.803
100-29-1080x1920/00913.jpg,0.519,0.803
100-29-1080x1920/00917.jpg,0.519,0.803
100-29-1080x1920/00951.jpg,0.653,0.74
100-29-1080x1920/00953.jpg,0.653,0.746
100-29-1080x1920/00959.jpg,0.653,0.819
100-29-1080x1920/00965.jpg,0.653,0.819
100-29-1080x1920/00992.jpg,0.519,0.685
100-29-1080x1920/00998.jpg,0.519,0.653
100-29-1080x1920/00999.jpg,0.519,0.653
100-29-1080x1920/01032.jpg,0.464,0.74
100-29-1080x1920/01036.jpg,0.464,0.74
100-29-1080x1920/01040.jpg,0.464,0.74
100-29-1080x1920/01050.jpg,0.464,0.669
100-29-1080x1920/01053.jpg,0.464,0.669
100-29-1080x1920/01058.jpg,0.464,0.669
100-29-1080x1920/01059.jpg,0.464,0.669
100-29-1080x1920/01086.jpg,0.464,0.614
100-29-1080x1920/01089.jpg,0.464,0.614
100-29-1080x1920/01108.jpg,0.48,0.614
100-29-1080x1920/01136.jpg,0.519,0.602
100-29-1080x1920/01148.jpg,0.543,0.543
100-29-1080x1920/01151.jpg,0.519,0.543
100-29-1080x1920/01153.jpg,0.503,0.543
100-29-1080x1920/01163.jpg,0.48,0.503
100-29-1080x1920/01183.jpg,0.519,0.63
100-29-1080x1920/01186.jpg,0.543,0.653
100-29-1080x1920/01190.jpg,0.63,0.653
100-29-1080x1920/01194.jpg,0.653,0.685
100-29-1080x1920/01196.jpg,0.653,0.685
100-29-1080x1920/01202.jpg,0.653,0.685
100-29-1080x1920/01210.jpg,0.709,0.685
100-29-1080x1920/01224.jpg,0.858,0.636
100-29-1080x1920/01231.jpg,0.669,0.653
100-29-1080x1920/01232.jpg,0.653,0.653
100-29-1080x1920/01233.jpg,0.653,0.653
100-29-1080x1920/01242.jpg,0.559,0.653
100-29-1080x1920/01243.jpg,0.559,0.685
100-29-1080x1920/01244.jpg,0.559,0.685
100-29-1080x1920/01247.jpg,0.559,0.709
100-29-1080x1920/01261.jpg,0.614,0.614
100-29-1080x1920/01262.jpg,0.614,0.614
100-29-1080x1920/01264.jpg,0.614,0.614
100-29-1080x1920/01271.jpg,0.614,0.598
100-29-1080x1920/01282.jpg,0.63,0.598
100-29-1080x1920/01288.jpg,0.598,0.559
100-29-1080x1920/01300.jpg,0.598,0.543
100-29-1080x1920/01305.jpg,0.598,0.63
100-29-1080x1920/01307.jpg,0.598,0.653
100-29-1080x1920/01309.jpg,0.63,0.669
100-29-1080x1920/01311.jpg,0.653,0.685
100-29-1080x1920/01320.jpg,0.685,0.691
100-29-1080x1920/01324.jpg,0.724,0.709
100-29-1080x1920/01325.jpg,0.724,0.74
100-29-1080x1920/01335.jpg,0.74,0.819
100-29-1080x1920/01347.jpg,0.74,0.835
100-29-1080x1920/01348.jpg,0.74,0.835
100-29-1080x1920/01355.jpg,0.74,0.835
100-29-1080x1920/01372.jpg,0.74,0.835
100-29-1080x1920/01378.jpg,0.669,0.764
100-29-1080x1920/01384.jpg,0.669,0.764
100-29-1080x1920/01409.jpg,0.776,0.709
100-29-1080x1920/01420.jpg,0.803,0.819
100-29-1080x1920/01421.jpg,0.803,0.819
100-29-1080x1920/01424.jpg,0.653,0.858
100-29-1080x1920/01435.jpg,0.614,0.87
100-29-1080x1920/01452.jpg,0.614,0.724
100-29-1080x1920/01463.jpg,0.614,0.669
100-29-1080x1920/01466.jpg,0.614,0.669
100-29-1080x1920/01479.jpg,0.653,0.669
100-29-1080x1920/01490.jpg,0.574,0.669
100-29-1080x1920/01507.jpg,0.653,0.791
100-29-1080x1920/01508.jpg,0.669,0.791
100-29-1080x1920/01518.jpg,0.63,0.78
100-29-1080x1920/01531.jpg,0.559,0.724
100-29-1080x1920/01540.jpg,0.503,0.724
100-29-1080x1920/01559.jpg,0.48,0.724
100-29-1080x1920/01572.jpg,0.448,0.78
100-29-1080x1920/01573.jpg,0.448,0.78
100-29-1080x1920/01585.jpg,0.48,0.78
100-29-1080x1920/01590.jpg,0.57,0.724
100-29-1080x1920/01593.jpg,0.63,0.724
100-29-1080x1920/01605.jpg,0.669,0.669
100-29-1080x1920/01633.jpg,0.543,0.74
100-29-1080x1920/01638.jpg,0.543,0.78
100-29-1080x1920/01643.jpg,0.602,0.803
100-29-1080x1920/01647.jpg,0.653,0.858
100-29-1080x1920/01648.jpg,0.685,0.858
100-29-1080x1920/01650.jpg,0.74,0.847
100-29-1080x1920/01654.jpg,0.803,0.858
100-29-1080x1920/01659.jpg,0.858,0.858
100-29-1080x1920/01677.jpg,0.985,0.929
100-29-1080x1920/01686.jpg,1.0,1.0
100-29-1080x1920/01696.jpg,1.0,1.0
100-29-1080x1920/01697.jpg,1.0,1.0
100-29-1080x1920/01710.jpg,1.0,1.0
100-29-1080x1920/01721.jpg,0.957,1.0
100-29-1080x1920/01727.jpg,0.945,1.0
100-29-1080x1920/01752.jpg,1.0,1.0
100-29-1080x1920/01755.jpg,1.0,1.0
100-29-1080x1920/01767.jpg,0.74,0.78
100-29-1080x1920/01772.jpg,0.669,0.709
100-29-1080x1920/01798.jpg,0.669,0.819
100-29-1080x1920/01802.jpg,0.78,0.874
100-29-1080x1920/01819.jpg,0.709,0.835
100-29-1080x1920/01822.jpg,0.63,0.724
100-29-1080x1920/01832.jpg,0.503,0.614
100-29-1080x1920/01841.jpg,0.219,0.464
100-29-1080x1920/01851.jpg,0.188,0.448
100-29-1080x1920/01852.jpg,0.188,0.448
100-29-1080x1920/01854.jpg,0.188,0.448
100-29-1080x1920/01861.jpg,0.133,0.448
100-29-1080x1920/01900.jpg,0.109,0.338
100-29-1080x1920/01929.jpg,0.109,0.338
100-29-1080x1920/01941.jpg,0.115,0.338
100-29-1080x1920/01944.jpg,0.109,0.338
100-29-1080x1920/01983.jpg,0.448,0.448
100-29-1080x1920/01987.jpg,0.48,0.448
100-29-1080x1920/01990.jpg,0.48,0.448
100-29-1080x1920/02000.jpg,0.48,0.503
100-29-1080x1920/02001.jpg,0.48,0.519
100-29-1080x1920/02008.jpg,0.48,0.543
100-29-1080x1920/02009.jpg,0.48,0.543
100-29-1080x1920/02039.jpg,0.874,0.874
100-29-1080x1920/02048.jpg,0.89,0.89
100-29-1080x1920/02061.jpg,1.0,0.985
100-29-1080x1920/02063.jpg,1.0,1.0
100-29-1080x1920/02080.jpg,1.0,1.0
100-29-1080x1920/02098.jpg,0.819,0.914
100-29-1080x1920/02107.jpg,0.874,0.709
100-29-1080x1920/02114.jpg,0.669,0.63
100-29-1080x1920/02126.jpg,0.519,0.614
100-29-1080x1920/02128.jpg,0.519,0.614
100-29-1080x1920/02134.jpg,0.519,0.614
100-29-1080x1920/02160.jpg,0.456,0.486
100-29-1080x1920/02171.jpg,0.653,0.574
100-29-1080x1920/02193.jpg,0.835,0.835
100-29-1080x1920/02205.jpg,0.503,0.669
100-29-1080x1920/02208.jpg,0.503,0.63
100-29-1080x1920/02223.jpg,0.503,0.519
100-29-1080x1920/02238.jpg,0.74,0.448
100-29-1080x1920/02241.jpg,0.758,0.448
100-29-1080x1920/02273.jpg,0.63,0.574
100-29-1080x1920/02277.jpg,0.63,0.574
100-29-1080x1920/02280.jpg,0.63,0.58
100-29-1080x1920/02293.jpg,0.614,0.543
100-29-1080x1920/02302.jpg,0.78,0.48
100-29-1080x1920/02310.jpg,0.874,0.653
100-29-1080x1920/02313.jpg,0.914,0.724
100-29-1080x1920/02343.jpg,0.858,0.835
100-29-1080x1920/02344.jpg,0.858,0.835
100-29-1080x1920/02360.jpg,0.858,0.764
100-29-1080x1920/02372.jpg,0.803,0.764
100-29-1080x1920/02381.jpg,0.669,0.732
100-29-1080x1920/02400.jpg,0.724,0.503
100-29-1080x1920/02407.jpg,0.653,0.196
100-29-1080x1920/02417.jpg,0.614,0.038
100-29-1080x1920/02424.jpg,0.543,0.038
100-29-1080x1920/02426.jpg,0.543,0.038
100-29-1080x1920/02431.jpg,0.543,0.038
100-29-1080x1920/02435.jpg,0.543,0.038
100-29-1080x1920/02437.jpg,0.543,0.109
100-29-1080x1920/02440.jpg,0.525,0.148
100-29-1080x1920/02442.jpg,0.464,0.164
100-29-1080x1920/02446.jpg,0.338,0.164
100-29-1080x1920/02456.jpg,0.038,0.164
100-29-1080x1920/02464.jpg,0.014,0.133
100-29-1080x1920/02465.jpg,0.014,0.133
100-29-1080x1920/02466.jpg,0.014,0.133
100-29-1080x1920/02467.jpg,0.014,0.133
100-29-1080x1920/02469.jpg,0.014,0.133
100-29-1080x1920/02482.jpg,0.077,0.133
100-29-1080x1920/02493.jpg,0.109,0.133
100-29-1080x1920/02497.jpg,0.109,0.133
100-29-1080x1920/02513.jpg,0.109,0.014
100-29-1080x1920/02516.jpg,0.109,0.014
100-29-1080x1920/02544.jpg,0.109,0.014
100-29-1080x1920/02556.jpg,0.109,0.0
100-29-1080x1920/02578.jpg,0.874,0.908
100-29-1080x1920/02621.jpg,1.0,1.0
100-29-1080x1920/02631.jpg,1.0,1.0
100-29-1080x1920/02632.jpg,1.0,1.0
101-30-1080x1920/00052.jpg,0.155,0.425
101-30-1080x1920/00064.jpg,0.161,0.497
101-30-1080x1920/00065.jpg,0.156,0.483
101-30-1080x1920/00076.jpg,0.144,0.308
101-30-1080x1920/00084.jpg,0.176,0.21
101-30-1080x1920/00099.jpg,0.04,0.238
101-30-1080x1920/00100.jpg,0.05,0.239
101-30-1080x1920/00108.jpg,0.13,0.343
101-30-1080x1920/00109.jpg,0.132,0.339
101-30-1080x1920/00115.jpg,0.126,0.604
101-30-1080x1920/00124.jpg,0.268,0.71
101-30-1080x1920/00139.jpg,0.391,0.814
101-30-1080x1920/00178.jpg,0.725,0.93
101-30-1080x1920/00194.jpg,0.575,0.93
